canon,target_type,fold
Oc1c(cc(cc1C))C(CCC)C,tg,1
Oc1c(cc(cc1C))C(CCCC)C,tg,0
Oc1c(cc(cc1C))C(CCCCC)C,tg,2
Oc1c(cc(cc1C))C(CCCCCCCC)C,tg,1
Oc1c(cc(cc1C))C(CCCCCCCCCCCC)C,tg,0
Oc1c(cc(cc1C))c1ccccc1,tg,2
Oc1c(cc(cc1C)C(=O)c1ccc(cc1))C,tg,1
Oc1c(cc(cc1C)C(c1cc(c(c(c1)C)OC(=O))C)(C)C)C,tg,0
Oc1c(cc(cc1C)C(c1cc(c(c(c1)C)OC(=O)CCCCC(=O))C)(C)C)C,tg,2
Oc1c(cc(cc1C)C(c1cc(c(c(c1)C)OC(=O)CCCCCC(=O))C)(C)C)C,tg,1
Oc1c(cc(cc1C)C(c1cc(c(c(c1)C)OC(=O)CCCCCCCCC(=O))C)(C)C)C,tg,0
Oc1c(cc(cc1C)C(c1cc(c(c(c1)C)OC(=O)c1cc(ccc1)C(=O))C)(C)C)C,tg,2
Oc1c(cc(cc1C)C(c1cc(c(c(c1)C)OC(=O)c1ccc(cc1)C(=O))C)(C)C)C,tg,1
Oc1c(cc(cc1C)C(c1cc(c(c(c1)C)OCC(C)O)C)(C)C)C,tg,0
Oc1c(cc(cc1C)C(c1cc(c(c(c1)C)OCC(COc1ccc(cc1)C(c1ccc(cc1)OCC(C)O)(C)C)O)C)(C)C)C,tg,2
Oc1c(cc(cc1C)C1(CC2C(CC1)CCCC2)c1cc(c(c(c1)C)OC(=O)c1ccc(cc1)C(=O))C)C,tg,1
Oc1c(cc(cc1C)C1(CC2C(CC1)CCCC2)c1cc(c(c(c1)C)Oc1ccc(cc1)C(=O)c1cc(ccc1)C(=O)c1ccc(cc1))C)C,tg,0
Oc1c(cc(cc1C)C1(CC2C(CC1)CCCC2)c1cc(c(c(c1)C)Oc1ccc(cc1)C(=O)c1ccc(cc1))C)C,tg,2
Oc1c(cc(cc1C)C1(c2ccccc2c2ccccc12)c1cc(c(c(c1)C)Oc1ccc(cc1)C(=O)c1cc(ccc1)C(=O)c1ccc(cc1))C)C,tg,1
Oc1c(cc(cc1C)S(=O)(=O)c1cc(c(c(c1)C)OCC(C)O)C)C,tg,0
Oc1c(cc(cc1C)S(=O)(=O)c1cc(c(c(c1)C)OCC(COc1c(cc(cc1C)C(c1cc(c(c(c1)C)OCC(C)O)C)(C)C)C)O)C)C,tg,2
Oc1c(cc(cc1C)c1cc(c(c(c1)C)OC(=O)CCCCC(=O))C)C,tg,1
Oc1c(cc(cc1C)c1cc(c(c(c1)C)OC(=O)CCCCCCCCC(=O))C)C,tg,0
Oc1c(cc(cc1C)c1cc(c(c(c1)C)Oc1ccc(cc1)C(=O)c1ccc(cc1))C)C,tg,2
Oc1c(cc(cc1Cl))Br,tg,1
Oc1c(cc(cc1Cl)C(=C(Cl)Cl)c1cc(c(c(c1)Cl)OC(=O))Cl)Cl,tg,0
Oc1c(cc(cc1Cl)C(c1cc(c(c(c1)Cl)OC(=O))Cl)C(Cl)(Cl)Cl)Cl,tg,2
Oc1c(cc(cc1Cl)C(c1cc(c(c(c1)Cl)OC(=O)c1ccc(cc1)OCCCCCCCCCCOc1ccc(cc1)C(=O))Cl)(C)C)Cl,tg,1
Oc1c(cc(cc1Cl)C(c1cc(c(c(c1)Cl)OCC(C)O)Cl)(C)C)Cl,tg,0
Oc1c(cc(cc1Cl)C(c1cc(c(c(c1)Cl)OCC(C)OC(=O)C)Cl)(C)C)Cl,tg,2
Oc1c(cc(cc1Cl)C1(C2C3C(CCC3)C(C1)C2)c1cc(c(c(c1)Cl)OC(=O))Cl)Cl,tg,1
Oc1c(cc(cc1OC))OC,tg,0
Oc1c(cc(cc1OC)/C=C/c1ccc(cc1)/C=C/c1cc(c(c(c1)OC)OCCCCCC)OC)OC,tg,2
Oc1c(cc(cc1OC)/C=C/c1ccc(cc1)/C=C/c1cc(c(c(c1)OC)OCCCCCCCC)OC)OC,tg,1
Oc1c(cc(cc1OC)/C=C/c1ccc(cc1)/C=C/c1cc(c(c(c1)OC)OCCCCCCCCCC)OC)OC,tg,0
Oc1c(cc(cc1OC)C=C1C(=O)C(=Cc2cc(c(c(c2)OC)OCCCCCC)OC)CCC1)OC,tg,2
Oc1c(cc(cc1OC)C=Cc1c(cc(c(c1)C(C)C)C=Cc1cc(c(c(c1)OC)OCCCCCCCC)OC)C(C)C)OC,tg,1
Oc1c(cc(cc1OC)C=Cc1c(cc(c(c1)CCCCCC)C=Cc1cc(c(c(c1)OC)OCCCCCCCC)OC)CCCCCC)OC,tg,0
Oc1c(cc(cc1OC)C=Cc1ccc(cc1)C=Cc1cc(c(c(c1)OC)OCCCCCCCC)OC)OC,tg,2
Oc1c(cc(cc1OC)c1cc(c(c(c1)OC)OC(=O)CCCCCCCCC(=O))OC)OC,tg,1
Oc1c(cc(cc1c1ccccc1))c1c(cccc1)c1ccccc1,tg,0
Oc1c(cc(cc1c1ccccc1))c1c2c(ccc1)cccc2,tg,2
Oc1c(cc(cc1c1ccccc1))c1ccc(cc1)C,tg,1
Oc1c(cc(cc1c1ccccc1))c1ccc(cc1)C(C)(C)C,tg,0
Oc1c(cc(cc1c1ccccc1)Cc1cc(c(c(c1)c1ccccc1)OC(=O)CCCCC(=O))c1ccccc1)c1ccccc1,tg,2
Oc1c(cc(cc1c1ccccc1)Cc1cc(c(c(c1)c1ccccc1)OC(=O)CCCCCC(=O))c1ccccc1)c1ccccc1,tg,1
Oc1c(cc(cc1c1ccccc1)c1cc(c(c(c1)c1ccccc1)OC(=O)CCCCCCCCC(=O))c1ccccc1)c1ccccc1,tg,0
Oc1c(ccc(c1)OC(=O)c1ccc(cc1)Oc1ccc(cc1)C1(CCC(CC1)C(C)(C)C)c1ccc(cc1)Oc1ccc(cc1)C(=O))C12CC3CC(CC(C1)C3)C2,tg,2
Oc1c(ccc(c1)Oc1ccc(cc1)NC(=O)c1cc(cc(c1)NC(=O)C12CC3CC(CC(C1)C3)C2)C(=O)Nc1ccc(cc1))C12CC3CC(CC(C1)C3)C2,tg,1
Oc1c(cccc1)C(=O)OC(=O)c1c(cccc1)OC(=O)CCCCC(=O),tg,0
Oc1c(cccc1)C(=O)OC(=O)c1c(cccc1)OC(=O)CCCCCC(=O),tg,2
Oc1c(cccc1)C(=O)OC(=O)c1c(cccc1)OC(=O)CCCCCCC(=O),tg,1
Oc1c(cccc1)C(=O)OC(=O)c1c(cccc1)OC(=O)CCCCCCCCC(=O),tg,0
Oc1c(cccc1)C(=O)OC(=O)c1c(cccc1)OC(=O)c1ccc(cc1)C(=O),tg,2
Oc1c(cccc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1),tg,1
Oc1c2c(c(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1))(C(F)(F)F)C(F)(F)F)cccc2,tg,0
Oc1c2c(c(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)C1(c3ccccc3c3ccccc13)c1ccc(cc1))cccc2,tg,2
Oc1c2c(c(cc1)C=Cc1c(cc(c(c1)OC)C=Cc1c3c(c(cc1)OCCOCCOCC)cccc3)OC)cccc2,tg,1
Oc1c2c(c(cc1)C=Cc1ccc(cc1)C=Cc1c3c(c(cc1)OCCOCCOCC)cccc3)cccc2,tg,0
Oc1c2c(c(cc1)OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O))cccc2,tg,2
Oc1c2c(c(cc1)c1c3c(c(cc1)OCCC)cccc3)cccc2,tg,1
Oc1c2c(c(cc1)c1c3c(c(cc1)OCCCC)cccc3)cccc2,tg,0
Oc1c2c(c(cc1)c1c3c(c(cc1)OCCCCC)cccc3)cccc2,tg,2
Oc1c2c(c(cc1)c1c3c(c(cc1)OCCCCCCC)cccc3)cccc2,tg,1
Oc1c2c(c(cc1)c1c3c(c(cc1)Oc1c(c4c(cc1)cccc4)c1c4c(ccc1)cccc4)cccc3)cccc2,tg,0
Oc1c2c(c(cc1)c1c3c(c(cc1)Oc1ccc(cc1))cccc3)cccc2,tg,2
Oc1c2c(c(cc1)c1c3c(c(cc1)Oc1ccc(cc1)Oc1c(c(ccc1)Oc1ccc(cc1))C)cccc3)cccc2,tg,1
Oc1c2c(c(cc1)c1c3c(c(cc1)Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1))cccc3)cccc2,tg,0
Oc1c2c(c(cc1)c1c3c(c(cc1)Oc1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1))cccc3)cccc2,tg,2
Oc1c2c(ccc1)c(ccc2)OC1(C(C(C1(F)F)(F)F)()F)F,tg,1
Oc1c2c(ccc1)c(ccc2)OCCNC(=O)c1cc(ccc1)C(=O)NCC,tg,0
Oc1c2c(ccc1)cc(cc2)OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O),tg,2
Oc1c2c(ccc1)cc(cc2)OCCNC(=O)c1cc(ccc1)C(=O)NCC,tg,1
Oc1c2c(ccc1)ccc(c2)Oc1ccc(cc1)NC(=O)c1cc(cc(c1)C(C)(C)C)C(=O)Nc1ccc(cc1),tg,0
Oc1c2c(ccc1)ccc(c2)Oc1ccc(cc1)NC(=O)c1cc(ccc1)C(=O)Nc1ccc(cc1),tg,2
Oc1c2c(ccc1)ccc(c2)Oc1ccc(cc1)NC(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)Nc1ccc(cc1))(C(F)(F)F)C(F)(F)F,tg,1
Oc1c2c(ccc1)ccc(c2)Oc1ccc(cc1)NC(=O)c1ccc(cc1)Oc1c(cccc1)Oc1ccc(cc1)C(=O)Nc1ccc(cc1),tg,0
Oc1c2c(ccc1)ccc(c2)Oc1ccc(cc1)NC(=O)c1ccc(cc1)Oc1cc(ccc1)Oc1ccc(cc1)C(=O)Nc1ccc(cc1),tg,2
Oc1c2c(ccc1)ccc(c2)Oc1ccc(cc1)NC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)Nc1ccc(cc1),tg,1
Oc1c2c(ccc1)ccc(c2)Oc1ccc(cc1)NC(=O)c1ccc(cc1)Oc1ccc(cc1)C(c1cc(ccc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)Nc1ccc(cc1))(C)C)(C)C,tg,0
Oc1c2c(ccc1)ccc(c2)Oc1ccc(cc1)NC(=O)c1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)C(=O)Nc1ccc(cc1),tg,2
Oc1c2c(ccc1)ccc(c2)Oc1ccc(cc1)NC(=O)c1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)Nc1ccc(cc1),tg,1
Oc1c2c(ccc1)ccc(c2)Oc1ccc(cc1)NC(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1),tg,0
Oc1cc(C)cc(OC(=O)c2cccc(C()=O)c2)c1,egc,2
Oc1cc(Cl)cc(Cl)c1,egc,1
Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C()=O)cc5)cc4F)c(F)c3)cc2)c(Cl)cc1Cl,egc,0
Oc1cc(OC(=O)c2ccc(OCCCC)cc2)c(OC(=O)CCCC()=O)cc1OC(=O)c1ccc(OCCCC)cc1,egc,2
Oc1cc(Oc2ccc(C(C)(C)c3ccc()cc3)cc2)cc(C(=O)Oc2ccc(N=Nc3ccc(C#N)cc3)cc2)c1,egc,1
Oc1cc(c(c(c1)Br)C(c1c(cc(cc1Br)OC(=O))Br)(C)C)Br,tg,0
Oc1cc(c(c(c1)Cl)C(c1c(cc(cc1Cl)OC(=O))Cl)(C)C)Cl,tg,2
Oc1cc(c(cc1)C(=O)O)C(=O)Nc1ccc(cc1)NC(=O)c1c(ccc(c1))C(=O)O,tg,1
Oc1cc(c(cc1)C(=O)c1ccccc1)c1c(ccc(c1)Oc1ccc(cc1)C(c1ccc(cc1))(C)C)C(=O)c1ccccc1,tg,0
Oc1cc(c(cc1)C(=O)c1ccccc1)c1c(ccc(c1)Oc1ccc(cc1)c1ccc(cc1))C(=O)c1ccccc1,tg,2
Oc1cc(c(cc1)C(c1c(cc(cc1)OC(=O))C)c1ccccc1)C,tg,1
Oc1cc(c(cc1)CCc1ccc(cc1)OCCCCC)C,tg,0
Oc1cc(c(cc1)CCc1ccc(cc1)OCCCCCCCC)C,tg,2
Oc1cc(c(cc1)CCc1ccc(cc1)OCCCCCCCCC)C,tg,1
Oc1cc(c(cc1)CCc1ccc(cc1)OCCCCCCCCCC)C,tg,0
Oc1cc(c(cc1)CCc1ccc(cc1)OCCCCCCCCCCC)C,tg,2
Oc1cc(c(cc1)CCc1ccc(cc1)OCCCCCCCCCCCC)C,tg,1
Oc1cc(c(cc1)N=Cc1ccc(cc1)C=Nc1c(cc(cc1)OCCCCCCCCCC)C)C,tg,0
Oc1cc(c(cc1)S(=O)(=O)c1c(cc(cc1)Oc1c(cc(cc1)C(c1cc(c(cc1))[Si](C)(C)C)(C(F)(F)F)C(F)(F)F)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C,tg,2
Oc1cc(c(cc1)S(=O)(=O)c1c(cc(cc1)Oc1c(cc(cc1C)C(c1cc(c(c(c1)C))C)(C(F)(F)F)C(F)(F)F)C)C(O)(C(F)(F)F)C(F)(F)F)C(O)(C(F)(F)F)C(F)(F)F,tg,1
Oc1cc(c(cc1)S(=O)(=O)c1c(cc(cc1)Oc1c(cc(cc1C)C(c1cc(c(c(c1)C))C)(C(F)(F)F)C(F)(F)F)C)C(OC)(C(F)(F)F)C(F)(F)F)C(OC)(C(F)(F)F)C(F)(F)F,tg,0
Oc1cc(c(cc1)S(=O)(=O)c1c(cc(cc1)Oc1c(cc(cc1C)C(c1cc(c(c(c1)C))C)(C)C)C)C(O)(C(F)(F)F)C(F)(F)F)C(O)(C(F)(F)F)C(F)(F)F,tg,2
Oc1cc(c(cc1)S(=O)(=O)c1c(cc(cc1)Oc1ccc(cc1)C(c1ccc(cc1))(C(F)(F)F)C(F)(F)F)C(O)(C(F)(F)F)C(F)(F)F)C(O)(C(F)(F)F)C(F)(F)F,tg,1
Oc1cc(c(cc1)S(=O)(=O)c1c(cc(cc1)Oc1ccc(cc1)C(c1ccc(cc1))(C(F)(F)F)C(F)(F)F)[Si](C)(C)C)[Si](C)(C)C,tg,0
Oc1cc(c(cc1)S(=O)(=O)c1c(cc(cc1)Oc1ccc(cc1)C(c1ccc(cc1))(C)C)N)N,tg,2
Oc1cc(c(cc1)S(=O)(=O)c1ccc(cc1)Oc1c(cc(cc1)C(c1cc(c(cc1))N)(C)C)N)N,tg,1
Oc1cc(c(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1))(C)C)N,tg,0
Oc1cc(cc(c1)C(=O)OCCN(c1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])CC)OC(=O)c1ccc(cc1)C(=O),tg,2
Oc1cc(cc(c1)CC)OC(=O)c1cc(ccc1)C(=O),tg,1
Oc1cc(cc(c1)CCC)OC(=O)c1cc(ccc1)C(=O),tg,0
Oc1cc(cc(c1)CCCC)OC(=O)c1cc(ccc1)C(=O),tg,2
Oc1cc(cc(c1)CCCCCC)OC(=O)c1cc(ccc1)C(=O),tg,1
Oc1cc(cc(c1)CCCCCCCCCCC)OC(=O)c1cc(ccc1)C(=O),tg,0
Oc1cc(cc(c1)CCCCCCCCCCCCC)OC(=O)c1cc(ccc1)C(=O),tg,2
Oc1cc(cc(c1)[N+](=O)[O-])Oc1ccc(cc1)C(c1ccc(cc1))(C)C,tg,1
Oc1cc(ccc1)C(=O)OC(=O)c1cc(ccc1)OCCC,tg,0
Oc1cc(ccc1)C(=O)OC(=O)c1cc(ccc1)OCCCC,tg,2
Oc1cc(ccc1)C(=O)OC(=O)c1cc(ccc1)OCCCCC,tg,1
Oc1cc(ccc1)C(=O)OCC(C(C(COC(=O)c1cc(ccc1))(F)F)(F)F)(F)F,tg,0
Oc1cc(ccc1)C(=O)c1ccc(cc1),tg,2
Oc1cc(ccc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1),tg,1
Oc1cc(ccc1)C(C(C(c1cc(ccc1)OC(=O)c1cc(ccc1)C(C(C(c1cc(ccc1)C(=O))(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,tg,0
Oc1cc(ccc1)N(c1ccc(cc1)c1ccc(cc1)N(c1cc(ccc1)OC(=O)OCCOCCOC(=O))c1ccccc1)c1ccccc1,tg,2
Oc1cc(ccc1)NC(=O)C(=O)Nc1cc(ccc1)OCC(COc1ccc(cc1)C(c1ccc(cc1)OCC(C)O)(C)C)O,tg,1
Oc1cc(ccc1)NC(=O)CCCCCCC(=O)Nc1ccc(cc1),tg,0
Oc1cc(ccc1)NC(=O)CCCCCCCC(=O)Nc1ccc(cc1),tg,2
Oc1cc(ccc1)NC(=O)CCCCCCCCC(=O)Nc1ccc(cc1),tg,1
Oc1cc(ccc1)NC(=O)CCCCCCCCCC(=O)Nc1ccc(cc1),tg,0
Oc1cc(ccc1)NC(=O)Cc1cc(ccc1)CC(=O)Nc1cc(ccc1)OCC(COc1ccc(cc1)C(c1ccc(cc1)OCC(C)O)(C)C)O,tg,2
Oc1cc(ccc1)NC(=O)c1cc(cc(c1)NC(=O)c1ccc(cc1)OC(=O)C)C(=O)Nc1ccc(cc1),tg,1
Oc1cc(ccc1)NC(=O)c1cc(ccc1)C(=O)Nc1cc(ccc1)OCCCCC,tg,0
Oc1cc(ccc1)NC(=O)c1cc(ccc1)C(=O)Nc1cc(ccc1)OCCOCC,tg,2
Oc1cc(ccc1)NC(=O)c1cc(ccc1)C(=O)Nc1cc(ccc1)OCCOCCOCC,tg,1
Oc1cc(ccc1)NC(=O)c1cc(ccc1)C(=O)Nc1ccc(cc1),tg,0
Oc1cc(ccc1)NC(=O)c1cc(ccc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1),tg,2
Oc1cc(ccc1)NC(=O)c1ccc(cc1)C(=O)Nc1cc(ccc1)OCCCCC,tg,1
Oc1cc(ccc1)NC(=O)c1ccc(cc1)C(=O)Nc1cc(ccc1)OCCCCCCCC,tg,0
Oc1cc(ccc1)NC(=O)c1ccc(cc1)C(=O)Nc1cc(ccc1)OCCOCC,tg,2
Oc1cc(ccc1)NC(=O)c1ccc(cc1)C(=O)Nc1cc(ccc1)OCCOCCOCC,tg,1
Oc1cc(ccc1)NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1),tg,0
Oc1cc(ccc1)NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1),tg,2
Oc1cc(ccc1)NC(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O))(C)C,tg,1
Oc1cc(ccc1)OC(=O)CCC(=O),tg,0
Oc1cc(ccc1)OC(=O)Oc1ccc(cc1)C(c1ccc(cc1)OC(=O))(C)C,tg,2
Oc1cc(ccc1)OC(=O)c1cc(cc(c1)OCCCCC)C(=O),tg,1
Oc1cc(ccc1)OC(=O)c1cc(ccc1)C(=O),tg,0
Oc1cc(ccc1)OC(=O)c1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)Oc1ccc(cc1)C(=O),tg,2
Oc1cc(ccc1)OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O),tg,1
Oc1cc(ccc1)OC(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O))(C)C,tg,0
Oc1cc(ccc1)OCC(COc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OCC(C)O)O,tg,2
Oc1cc(ccc1)Oc1cc(c(cc1)C(=O)O)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1c(ccc(c1))C(=O)O,tg,1
Oc1cc(ccc1)Oc1cc(ccc1)NC(=O)c1c(ccc(c1)Oc1cc(c(cc1)C(=O)O)C(=O)Nc1cc(ccc1))C(=O)O,tg,0
Oc1cc(ccc1)Oc1cc(ccc1)NC(=O)c1cc(ccc1)Oc1cc(ccc1)Oc1cc(ccc1)C(=O)Nc1cc(ccc1),tg,2
Oc1cc(ccc1)Oc1ccc(cc1)C(=O)Oc1cc(ccc1)OC(=O)c1ccc(cc1),tg,1
Oc1cc(ccc1)Oc1ccc(cc1)C(=O)c1ccc(cc1),tg,0
Oc1cc(ccc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)NC(=O)c1cc(ccc1)C(=O)Nc1ccc(cc1)C(=O)c1ccc(cc1),tg,2
Oc1cc(ccc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)C(=O)c1ccc(cc1),tg,1
Oc1cc(ccc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)c1ccc(cc1))c1ccccc1,tg,0
Oc1cc(ccc1)Oc1ccc(cc1)NC(=O)c1c(cc(cc1)c1cc(c(cc1)C(=O)Nc1ccc(cc1))C)C,tg,2
Oc1cc(ccc1)Oc1ccc(cc1)NC(=O)c1cc(cc(c1)NC(=O)c1ccc(cc1)OC(=O)C)C(=O)Nc1ccc(cc1),tg,1
Oc1cc(ccc1)Oc1ccc(cc1)Oc1c(cc(cc1)S(=O)(=O)c1cc(c(cc1)Oc1ccc(cc1)Oc1cc(ccc1)Oc1ccc(cc1)c1ccc(cc1))S(=O)(=O)O[Na])S(=O)(=O)O[Na],tg,0
Oc1cc(ccc1)Oc1ccc(cc1)Oc1cc(ccc1)OC(=O)c1ccc(cc1)C(=O),tg,2
Oc1cc2c(C(CC2(c2ccc(cc2)OC(=O))C)(C)C)cc1,tg,1
Oc1cc2c(C(CC2(c2ccc(cc2)OC(=O)c2ccc(cc2)C(=O))C)(C)C)cc1,tg,0
Oc1cc2c(C(CC32CC(c2ccc(cc32)OC(=O)c2ccc(cc2)C(=O))(C)C)(C)C)cc1,tg,2
Oc1cc2c(cc1)cc(cc2)C(=O)NCC,tg,1
Oc1cc2c(cc1)cc(cc2)OC(=O)c1c(cc(cc1)c1ccc(cc1)C(=O))c1ccccc1,tg,0
Oc1cc2c(cc1)cc(cc2)Oc1ccc(cc1)C(=O)c1ccc(cc1),tg,2
Oc1cc2c(cc1)cc(cc2)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1),tg,1
Oc1cc2c(cc1)cc(cc2)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1),tg,0
Oc1cc2c(cc1)ccc(c2)OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O),tg,2
Oc1cc2c(cc1)ccc(c2)OCCNC(=O)c1cc(ccc1)C(=O)NCC,tg,1
Oc1cc2c(cc1)ccc(c2)OCCNC(=O)c1ccc(cc1)C(=O)NCC,tg,0
Oc1cc2c(cc1)ccc(c2)Oc1ccc(cc1)C(=O)Nc1cc(ccc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1),tg,2
Oc1cc2c(cc1)ccc(c2)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)C(c1ccc(cc1)C(c1ccc(cc1)NC(=O)c1ccc(cc1))(C)C)(C)C,tg,1
Oc1cc2c(cc1)ccc(c2)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1))(C)C)(C)C,tg,0
Oc1cc2c(cc1)ccc(c2)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1))(C(F)(F)F)C(F)(F)F,tg,2
Oc1cc2c(cc1)ccc(c2)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1))(C)C,tg,1
Oc1cc2c(cc1)ccc(c2)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1))(c1ccccc1)C,tg,0
Oc1cc2c(cc1)ccc(c2)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1),tg,2
Oc1cc2c(cc1OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O))cccc2,tg,1
Oc1ccc(-c2ccc(-c3ccc()cc3)cc2)cc1,eea,0
Oc1ccc(-c2ccc(-c3ccc()cc3)cc2)cc1,ei,0
Oc1ccc(-c2ccc(-c3ccc()cc3)cc2)cc1,eps,0
Oc1ccc(-c2ccc(-c3ccc()cc3)cc2)s1,ei,2
Oc1ccc(-c2ccc(-c3ccc()cc3)cc2)s1,nc,2
Oc1ccc(-c2ccc(-c3ccc()cc3)s2)cc1,ei,0
Oc1ccc(-c2ccc(-c3ccc()cc3)s2)s1,ei,2
Oc1ccc(-c2ccc(-c3ccc()cc3)s2)s1,eps,2
Oc1ccc(-c2ccc(-c3ccc()cc3)s2)s1,nc,2
Oc1ccc(-c2ccc(-c3ccc()s3)s2)s1,ei,1
Oc1ccc(-c2ccc(-c3ccc()s3)s2)s1,nc,1
Oc1ccc(-c2ccc(C()=O)cc2)cc1,egb,1
Oc1ccc(-c2ccc(C()=O)cc2)cc1,egc,1
Oc1ccc(-c2ccc(C()=O)cc2)cc1,ei,1
Oc1ccc(-c2ccc(C()=O)cc2)cc1,eps,1
Oc1ccc(-c2ccc(C()=O)cc2)cc1,nc,1
Oc1ccc(-c2ccc(C()=O)cc2)cc1Br,egc,2
Oc1ccc(-c2ccc(C()=O)cc2)s1,ei,0
Oc1ccc(-c2ccc(C()=O)cc2)s1,eps,0
Oc1ccc(-c2ccc(C()=O)s2)cc1,egb,2
Oc1ccc(-c2ccc(C()=O)s2)cc1,ei,2
Oc1ccc(-c2ccc(C()=O)s2)s1,eea,1
Oc1ccc(-c2ccc(C()=O)s2)s1,eps,1
Oc1ccc(-c2ccc(C()=O)s2)s1,nc,1
Oc1ccc(-c2ccc(N=Nc3ccc(C()=O)cc3)cc2)cc1,egc,1
Oc1ccc(-c2ccc(OC(=O)CCCCCCCCC()=O)cc2)cc1,egc,0
Oc1ccc(-c2ccc(Oc3ccc(C(C)(C)c4ccc()cc4)cc3)cc2)cc1,egc,2
Oc1ccc(-c2ccc(Oc3cccc()n3)cc2)cc1,egc,1
Oc1ccc(C(=Nc2ccc(N=C(c3ccccc3)c3ccc(On4c(=O)c5c(F)c6c(=O)n()c(=O)c6c(F)c5c4=O)cc3)cc2)c2ccccc2)cc1,egc,0
Oc1ccc(C(=O)CCCCC(=O)c2ccc(OC()=O)cc2)cc1,egc,2
Oc1ccc(C(=O)CNCCCCCCCCNCC(=O)c2ccc()cc2)cc1,egc,1
Oc1ccc(C(=O)CNNCC(=O)c2ccc()cc2)cc1,egc,0
Oc1ccc(C(=O)NCC(C)(C)CCCNC(=O)c2ccc()cc2)cc1,egc,2
Oc1ccc(C(=O)NCCCCCCCCCCCCNC(=O)c2ccc()cc2)cc1,egc,1
Oc1ccc(C(=O)NNC(=O)c2cccc(C(=O)NNC(=O)c3ccc(OC(=O)c4cccc(C()=O)c4)cc3)c2)cc1,egc,0
Oc1ccc(C(=O)Nc2cc(NC(=O)c3ccc()cc3)cc(-c3nc4ccccc4[nH]3)c2)cc1,egc,2
